Quantity,Name,Tags,Scryfall ID,Mana Value,Colors,Identities,Mana cost,Types,Sub-types,Super-types,Scryfall Oracle ID
7,Plains,,07fd89a6-56ef-4488-842b-27bf31d8c04f,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
8,Plains,,ce617aad-2c72-4b47-a9ae-51792459cffd,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
7,Plains,,c20ec10e-78fc-49dc-a112-7863a34056b1,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
8,Plains,,4069fb4a-8ee1-41ef-ab93-39a8cc58e0e5,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
7,Plains,,4069fb4a-8ee1-41ef-ab93-39a8cc58e0e5,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
4,Plains,,a4446149-341b-449b-86e2-2b6b47b7a75e,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,d812b6f3-83f0-44c9-8583-eb97fd8fade8,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
2,Plains,,a2125c3e-d52c-44b9-b9f1-89f02236d447,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,20787f63-e310-4f2c-ab13-1bb108ae3eb2,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,e0d1a81e-6710-4922-ba0a-510966c39449,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,1164f7ec-7b2f-4cc9-90bb-7eaaa331b4cd,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
2,Plains,,94e88862-d53d-49b6-8aa5-95f07507c6e1,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,81a1a8a6-916b-4eef-8079-6775afcb63cf,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,4ff9fbf5-de6f-4ef9-a6ab-56da4b341b77,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,b5453630-bfff-4403-a9a9-49f1534e1d42,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Plains,,7e134268-9ce9-4192-b548-90bedbfe654e,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
4,Plains,,5fc26aa1-58b9-41b5-95b4-7e9bf2309b54,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
4,Plains,,20ddb0be-d62d-46fa-b753-36dfab935e8a,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
4,Plains,,46b94de4-099e-43d7-8f24-d5450b09f1f1,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
3,Plains,,dfa01578-faf9-4694-86a0-c81f5b2a0dd8,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
3,Plains,,8fd675c7-7dac-4ad1-9243-6d1eda0fa30c,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
3,Plains,,e9495172-6fde-4aae-b47e-fc887440120e,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
4,Plains,,73fb4a34-c11e-45e9-a986-43c0a0ae5424,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
4,Plains,,3645e11b-6b46-44c0-9741-f70da15692d1,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
4,Plains,,1859ba05-06bc-4e80-8c0b-fd2475c6ca55,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
3,Plains,,b2715553-ba9c-4753-9a1f-d13d8e2ed24f,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
3,Plains,,0b1b55c1-d74b-4688-a3b8-8480d99524c7,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
5,Plains,,5bb495cc-9908-455e-bec9-3993d595f4f9,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
6,Plains,,f724ae86-b968-4f49-8267-c2c34c22f1b6,0,,White,,Land,Plains,Basic,bc71ebf6-2056-41f7-be35-b2e5c34afa99
1,Planar Disruption,,8ee69a1f-aeed-4eb4-8987-fa720fc99715,2,White,White,{1}{W},Enchantment,Aura,,6128679e-7e54-41e4-ab6e-25aeeffed49f
1,Planar Incision,,9163cb04-ee28-4127-b53a-89c546996d7d,2,Blue,Blue,{1}{U},Instant,,,a959a91a-3e1d-4bd4-9e14-5ee977540146
1,Planar Outburst,,3d45dfee-810e-4359-96ad-8d423ab86178,5,White,White,{3}{W}{W},Sorcery,,,ff0d05b9-0c9c-4217-abd2-7e7757a0c4c9
1,Planetary Annihilation,,8695796f-b6ed-46db-b1b8-07ed0cc5a5e5,5,Red,Red,{3}{R}{R},Sorcery,,,1d45f248-5b83-4377-a3ba-4eae48e63ca1
1,Plasm Capture,,11ee15d5-1c93-4c30-911f-32e2aabf020e,4,"Green,Blue","Blue,Green",{G}{G}{U}{U},Instant,,,3673219d-d2b5-43ad-b0c8-58b583491158
1,Platypus-Bear,,7ebf742a-3995-4b22-9dc7-b05f57889683,2,"Green,Blue","Blue,Green",{1}{G/U},Creature,"Bear,Platypus",,933e4e8a-01ea-4f58-8f5e-4f6c43f4e105
1,Plea for Guidance,,1d1d6d76-f399-475a-b5cd-544bd7c6d967,6,White,White,{5}{W},Sorcery,,,358cfcf3-8ad0-4877-a59a-76ee269169fb
1,Pledge of Loyalty,,d6f98c26-5b30-400c-8af1-8c6c43065f63,2,White,White,{1}{W},Enchantment,Aura,,e88b3066-eb10-4ade-8207-af4de40facec
1,Plumb the Forbidden,,79c27df1-0c05-4208-a80c-73185ab35424,2,Black,Black,{1}{B},Instant,,,b099fc54-cdbc-46cb-b4e4-7c2ca77b115b
1,Plummet,,4a1a0c7b-ce1c-4284-9362-04b21861f69d,2,Green,Green,{1}{G},Instant,,,85bde6ac-3dd4-4946-8b57-24f57e3eae2b
2,Plummet,,78a29ddb-fc76-407a-aa58-ec92d011bd44,2,Green,Green,{1}{G},Instant,,,85bde6ac-3dd4-4946-8b57-24f57e3eae2b
3,Plunder the Trollshaws,,afb73190-b9bd-4744-a011-a37cd9c0148d,2,Blue,Blue,{1}{U},Instant,,,526f520e-b4bb-4215-9c6b-afc298744f06
1,Poison Counter,,40255bfa-0004-45f1-a31b-17d385f09a95,0,,,,Card,,,60acebe2-e1e5-478a-ab88-6a9c1409bca5
1,Poison Dart Frog,,62c1f09a-9d17-415c-8afa-cd0b62abe48d,2,Green,Green,{1}{G},Creature,Frog,,e88a2b71-c90d-4e16-99a3-93d11fe7a968
1,Poison the Blade,,3de4bf10-a502-4748-9118-5459684542a7,2,Green,Green,{1}{G},Instant,,,8af22295-0d6b-4cdc-b815-eb81ade241ec
1,Pollenbright Druid,,4b0f478c-54f8-4087-ad52-d089e2049dda,2,Green,Green,{1}{G},Creature,"Elf,Druid",,828fe0c0-e280-4a8b-9e49-68cb34c2da97
1,Pollenbright Druid,,e8215686-bf19-4090-87c1-dd4f691f2ae7,2,Green,Green,{1}{G},Creature,"Elf,Druid",,828fe0c0-e280-4a8b-9e49-68cb34c2da97
1,Polliwallop,,6bc4963c-d90b-4588-bdb7-85956e42a623,4,Green,Green,{3}{G},Instant,,,efd2a4ca-1bd0-4762-a997-f099326b1746
1,Pompous Gadabout,,6d803b93-c1df-4a02-9dbb-d347c841d4d7,3,Green,Green,{2}{G},Creature,"Human,Citizen",,0361b9b7-9097-4aae-aa06-c63a5fb47a76
1,Ponder,,81c908ee-e70a-4406-a32d-ab5ab17e67b1,1,Blue,Blue,{U},Sorcery,,,02090581-61aa-4348-ad57-451be8ee91c2
1,Ponder,,81c908ee-e70a-4406-a32d-ab5ab17e67b1,1,Blue,Blue,{U},Sorcery,,,02090581-61aa-4348-ad57-451be8ee91c2
1,Ponder,,262285ab-3a6f-4932-b53b-8ab20bcad955,1,Blue,Blue,{U},Sorcery,,,02090581-61aa-4348-ad57-451be8ee91c2
1,Pond Prophet,,fb959e74-61ea-453d-bb9f-ad0183c0e1b1,2,"Green,Blue","Blue,Green",{G/U}{G/U},Creature,"Advisor,Frog",,6eabebdf-c1a3-4789-a67f-859f0957c5df
1,Port Razer,,e0d0527b-bb28-4986-9843-040d06bd9def,5,Red,Red,{3}{R}{R},Creature,"Orc,Pirate",,653e4b68-3184-4352-ac91-127f7e6d7c12
1,Postmortem Professor,,174f5d7e-5d36-4d13-96bf-9b12cd644716,2,Black,Black,{1}{B},Creature,"Zombie,Warlock",,0859d16e-2a1f-4b48-8687-99af8a8bdb38
1,Pounce,,2b96cba6-33d7-4e1d-88f7-da3da681540d,2,Green,Green,{1}{G},Instant,,,f4126dac-add4-4d5f-bf52-6f74c7c6aa67
1,Powerbalance,,aff7c0bb-1210-4aeb-b5f8-1387eb633b0f,2,Red,Red,{R}{R},Enchantment,,,8be368dc-6212-4627-989e-077eea78f30d
1,Power Plant Worker,,99965310-e4bd-40d9-80f5-3fd1754c61c5,5,,,{5},"Creature,Artifact",Assembly-Worker,,054c6250-ac96-42f6-931d-925761ab7764
1,Powerstone,,d45fe4b6-aeaf-4f84-b660-c7b482ed8512,0,,,,"Artifact,Token",Powerstone,,91da73fe-d028-43d7-bf75-f7ef30b45664
1,Pox Plague,,9c99c17b-ad3a-4859-97e8-469718b81cd9,5,Black,Black,{B}{B}{B}{B}{B},Sorcery,,,c505d304-9428-4532-87a2-167c69f16969
1,Practiced Offense,,79c7cf94-c0a1-432d-90d7-7f0599c2e7a8,3,White,White,{2}{W},Sorcery,,,99678cc9-59c8-4358-b847-8c38ffb4a050
1,"Prahv, Spires of Order",,2a315f63-96ad-4a5f-8eb4-d81361797348,0,,"White,Blue",,Land,,,37ff5ba6-0763-4c73-85bf-66856e67b8f3
1,Prairie Stream,,beaf2d9d-f25c-46d9-940d-b4c3287a5a74,0,,"White,Blue",,Land,"Plains,Island",,5330e24a-8568-446e-840a-594cd08bd1bc
1,Predator's Strike,,75e5bcc2-9203-4526-a9a9-fac6fd02a854,2,Green,Green,{1}{G},Instant,,,f62e9a9f-9989-4a62-b063-cca32e21fe8b
1,Preordain,,1453f92e-df2d-4789-aa1b-a5b5c51567d4,1,Blue,Blue,{U},Sorcery,,,ac641490-ca14-48d7-8cc4-b69ce984befa
1,Presence of Gond,,546c647d-8d0a-4b88-804e-ce0348eb772a,3,Green,Green,{2}{G},Enchantment,Aura,,ab42398c-f0a1-4b94-ac5f-b8768e1b4e05
1,Pretending Poxbearers,,d1af91a5-8681-4a05-910d-96f7a819bfaa,2,"White,Black","White,Black",{1}{W/B},Creature,"Human,Ally,Citizen",,fefef024-3a05-4221-bb74-419ee08716e5
1,Prey Upon,,3c8c721f-93b8-4c43-9054-2168f66726db,1,Green,Green,{G},Sorcery,,,b3c12848-528d-4005-878f-4f950a07240a
1,Prey Upon,,16979827-4011-454a-9886-18326cfa3e77,1,Green,Green,{G},Sorcery,,,b3c12848-528d-4005-878f-4f950a07240a
1,Prickly Pair,,e70f2278-8857-46e4-aa2b-fff5589b750f,3,Red,Red,{2}{R},Creature,"Plant,Mercenary",,4ce8e0d0-6a3e-4c47-a7b7-c1b1ea1b9426
1,Pridemalkin,,df520254-0c72-496b-9222-263ca9d3c5d5,3,Green,Green,{2}{G},Creature,Cat,,f9672b63-415a-448b-a3da-140df63a0f0c
1,Primal Command,,4416de3b-ba68-44a9-843b-26743813c661,5,Green,Green,{3}{G}{G},Sorcery,,,350f5c0a-563f-41c5-8f7b-10f409bb4d3b
1,Primal Druid,,e928f694-c53b-46c5-8390-fa24b53f559c,2,Green,Green,{1}{G},Creature,"Human,Druid",,d031d7d2-1e41-4201-9073-c4c1be182ba4
1,Primordial Hydra,,29515c55-3b48-4c1d-a10b-b27fd1eb7a93,2,Green,Green,{X}{G}{G},Creature,Hydra,,1c36ed3a-c806-47e5-83f9-e44999c67fe5
1,Prince Imrahil the Fair,,7d486def-7c3f-41e9-bb28-4582450a7b9e,2,"White,Blue","White,Blue",{W}{U},Creature,"Human,Noble",Legendary,4c66e0ca-2d8a-4f68-ad15-55d75959d6e8
1,Prismari Charm,,8f6c2a5e-fe13-407c-aadd-c9caf2884ff1,2,"Red,Blue","Blue,Red",{U}{R},Instant,,,c3c25a2c-f71c-4cb7-9117-0bcda9248bfd
1,Prismari Command,,15e291f4-068a-441c-8b43-05055199aca4,3,"Red,Blue","Blue,Red",{1}{U}{R},Instant,,,fa3e28b1-131c-4223-81e0-18dfbab22c26
1,Prismatic Omen,,97bd2780-f132-46dc-a33e-611dd7845bc4,2,Green,Green,{1}{G},Enchantment,,,d90882ae-6572-4214-8d9c-0bdfb75f9be2
1,Prisoner's Dilemma,,d678e736-7c29-433a-9a2a-b78749252377,5,Red,Red,{3}{R}{R},Sorcery,,,fecbbc79-2f74-46b3-a049-45736f904f58
1,Prison Sentence,,76832ca8-95b2-4bc8-a191-9e2f50b77626,3,White,White,{2}{W},Enchantment,Aura,,6d9f2fe0-5657-45b4-9431-36e0f6c8eba2
1,Prized Unicorn,,baac1604-379f-4f03-97ae-9ec10921167c,4,Green,Green,{3}{G},Creature,Unicorn,,766787ef-654a-4544-b5d7-d2f96949edf1
1,Prizefight,,544c810b-5f90-4535-aa76-14f8c6b9428a,2,Green,Green,{1}{G},Instant,,,c0c4ecf6-84e6-443e-8a81-e395b31c631d
1,Prize Pig,,a0b202d8-3c25-467e-86ed-6bea19bb869f,2,Green,Green,{1}{G},Creature,Boar,,14f55fc9-ec19-4b4a-b3de-d75898c19edf
1,Procrastinate,,1edb449d-620f-4e21-9d76-2c840635eb9d,1,Blue,Blue,{X}{U},Sorcery,,,6f8fa68e-e961-4ae1-b27d-22d87e90f26b
1,Prodigal Sorcerer,,d30a846e-a5b1-4603-af4f-6494f3c4fbb3,3,Blue,Blue,{2}{U},Creature,"Human,Wizard,Sorcerer",,5e961d15-5972-4e4b-9385-1cd7cd7c6bbe
1,Profane Command,,d2ab6949-a0fc-4fe5-ae64-53b53914f34c,2,Black,Black,{X}{B}{B},Sorcery,,,6f9ecfc4-85bd-4171-9031-dbe0e39e0135
1,Profaner of the Dead,,87630910-47cc-4347-b126-fd779e7dadc0,4,Blue,Blue,{3}{U},Creature,"Wizard,Snake",,e6bfac15-ec3c-4a55-946a-0b4514eabafd
1,Progenitus,,e77fbc87-d78e-4602-baa0-da9b0d464dfb,10,"White,Green,Red,Black,Blue","White,Blue,Black,Red,Green",{W}{W}{U}{U}{B}{B}{R}{R}{G}{G},Creature,"Avatar,Hydra",Legendary,2d7e00b6-12f0-4b03-82a6-50e3d1b5395e
3,Prologue to Phyresis,,ac625f30-ed91-4b21-ada8-aaa5b2ad79b8,2,Blue,Blue,{1}{U},Instant,,,3f661b58-e8ca-412c-bdac-af151162de12
1,Propaganda,,0806d4a1-4d2f-454b-b830-5ab58e13a452,3,Blue,Blue,{2}{U},Enchantment,,,ea9709b6-4c37-4d5a-b04d-cd4c42e4f9dd
3,Prophetic Prism,,1fae351c-b918-4648-a361-d5239ae63156,2,,,{2},Artifact,,,134a9877-5cfb-4a2a-a0f0-930dce45f58b
1,Prophetic Prism,,3056ac38-7630-4301-88bb-a012a5b186ed,2,,,{2},Artifact,,,134a9877-5cfb-4a2a-a0f0-930dce45f58b
1,Prosperity,,3fa5e806-3cf2-4241-b45d-a05d2b715efd,1,Blue,Blue,{X}{U},Sorcery,,,c586312d-d04a-4bfb-bbb2-b41186ca178e
1,Prosperous Innkeeper,,096d3c0c-98e2-4cfc-a6e1-fddb0359c63f,2,Green,Green,{1}{G},Creature,"Citizen,Halfling",,da785227-cf8a-4d44-9e7c-fc909ea868f2
1,Protean Hulk,,2f0c4714-b9cd-48a3-8a2a-72860d0ac000,7,Green,Green,{5}{G}{G},Creature,Beast,,10180e2f-90c5-4d41-ba44-16b14948f923
2,Protector of Gondor,,85708748-40ca-4066-a287-7a6a189ff3df,4,White,White,{3}{W},Creature,"Human,Soldier",,cf6bb391-4fde-43c4-a0c5-990630d0ddcf
1,Prowler's Helm,,c100a22c-bf34-42b7-9339-4733698c0935,2,,,{2},Artifact,Equipment,,603ef53f-6191-4229-b85f-adad6f4503ce
2,Prowling Caracal,,1e689e4a-fc54-46f4-b0c5-c0e65d88340e,2,White,White,{1}{W},Creature,Cat,,0eabe5e9-cb03-4481-9360-5e79eccd0631
1,Psychic Strike,,0d87927c-80a6-4146-92a5-58c510ce7958,3,"Black,Blue","Blue,Black",{1}{U}{B},Instant,,,17694111-5623-48b3-8c54-c383418e8d2b
1,Psychosis Crawler,,783a4620-3054-4f31-b2ac-e3272197c291,5,,,{5},"Creature,Artifact","Horror,Phyrexian",,2876e74f-a242-4995-9702-0b737a1ab67a
1,Pterafractyl,,ecd33152-e290-4505-addd-a8d08cefdddd,2,"Green,Blue","Blue,Green",{X}{G}{U},Creature,"Dinosaur,Fractal",,cca03b76-dd3c-4228-b97a-f7fa20819b2e
1,Public Thoroughfare,,1f8b915f-3e82-4b05-b963-01ebff7a8f7b,0,,,,Land,,,de5b995c-9691-4555-9070-66bcbc29f955
1,Pull from Tomorrow,,74d8d661-a43f-4cee-87d5-1f74433a283e,2,Blue,Blue,{X}{U}{U},Instant,,,b1a23235-3076-475c-a68a-db29cf2a9dba
1,"Purphoros, Bronze-Blooded",,af3af5c4-0960-44a2-976e-abdf7803c436,5,Red,Red,{4}{R},"Creature,Enchantment",God,Legendary,6728b9d0-d3ab-4ba3-af13-63cb83e0ed99
1,Purple Pentapus,,c3ec1b6e-2f63-4b84-a101-8764c3e6d0f2,1,Black,Black,{B},Creature,"Octopus,Starfish",,37d2e83d-f5fd-48d2-b091-3c9167522530
1,Putrefy,,b427f1a9-039f-4d1a-94c6-f9c8044217e1,3,"Green,Black","Black,Green",{1}{B}{G},Instant,,,9b271430-f53d-42d6-a547-2f286dd9bcb6
1,Pyroclasm,,0c0e7131-db26-448d-afda-f48337a026f0,2,Red,Red,{1}{R},Sorcery,,,e4bcd4ea-e7cd-4471-8f3b-18bb51d3d70c
1,Quandrix Charm,,318486e0-f255-40f5-8150-dc272eec9d7d,2,"Green,Blue","Blue,Green",{G}{U},Instant,,,f43e36ea-6bf5-45bd-a4ad-cc507ae45641
1,Quandrix Command,,b673dfb7-e384-4586-8326-ae6f23edfe78,3,"Green,Blue","Blue,Green",{1}{G}{U},Instant,,,9c0f7cdc-9095-40ae-bf83-75a5ffda72b9
1,Quandrix Pledgemage,,07633b7f-4150-458b-89c3-d05dc0e3c4bd,3,"Green,Blue","Blue,Green",{1}{G/U}{G/U},Creature,"Druid,Merfolk",,8a39809e-219e-4f59-a233-ea28d05c30ef
1,"Quandrix, the Proof",,015afe31-af3c-4c9b-9997-d7c33b915a33,6,"Green,Blue","Blue,Green",{4}{G}{U},Creature,"Elder,Dragon",Legendary,2cbccc46-bdef-4dfb-90a4-0278c5c8488a
3,Quarrel,,5900a0b4-aa89-4019-94c9-7e9ea3b4792e,2,Green,Green,{1}{G},Instant,,,db05b114-2eb5-46bc-81e7-7e036d8eaab3
1,Queen Allenal of Ruadach,,82d66aab-d99c-46de-ba72-b6b5fa0847c2,3,"White,Green","White,Green",{G}{W}{W},Creature,"Elf,Noble",Legendary,5f04d4b0-2c75-4f2d-97d5-96220b624b17
1,Queen Brahne,,5957ab2d-55ed-4160-8c78-8c70009c39d8,3,Red,Red,{2}{R},Creature,"Human,Noble",Legendary,0527b7b5-a55d-4720-af1f-17fc1178f4a6
1,Queen Marchesa,,0fdae05f-7bdc-45fb-b9b9-e5ec3766f965,4,"White,Red,Black","White,Black,Red",{1}{R}{W}{B},Creature,"Human,Assassin",Legendary,d7ac4be1-dcca-49b6-8ddb-d1b0e6cf2dcf
1,Queen of Ice // Rage of Winter,,de2f964a-e4e1-4321-92ad-34b781868e11,3,Blue,Blue,{2}{U} // {1}{U},Creature,"Human,Wizard,Noble",,f5511802-56fe-4922-83d2-ae723e1beab7
1,Quench,,ee0ba01b-de96-4f8f-9405-ff3ad288afac,2,Blue,Blue,{1}{U},Instant,,,fa1b722a-109e-4a43-bd7b-818292728cb3
1,Quench,,1779a6c5-147d-4632-b1d9-95e89a64dc2c,2,Blue,Blue,{1}{U},Instant,,,fa1b722a-109e-4a43-bd7b-818292728cb3
1,Quest for the Necropolis,,813020ef-9d98-4f79-a953-85e7e7e5d3e1,1,Black,Black,{B},Enchantment,,,407d9d09-3db6-49b0-9e80-4e1538156e44
1,"Queza, Augur of Agonies",,7edb7a26-82be-4efd-9a5c-a3816e1ee2d6,4,"White,Black,Blue","White,Blue,Black",{1}{W}{U}{B},Creature,"Advisor,Octopus",Legendary,c983338d-ae6b-4a15-9931-daa20fca8269
1,Quick Draw,,56399cd0-1214-42b6-be38-f2cbd770915f,1,Red,Red,{R},Instant,,,ae0d17f6-859c-4b41-8b66-b68abb837bbb
1,Quicken,,e6209bbf-5861-4755-abb6-0f04def9527e,1,Blue,Blue,{U},Instant,,,cf188dd3-1927-481b-b8c0-93b1222dbf53
1,Quickening Licid,,e6e91f3d-5a23-4df1-a879-d18a3af92a28,2,White,White,{1}{W},Creature,Licid,,2bdd9ca3-542a-43c0-9831-c6add23890d6
1,Quicksilver Dagger,,a9f8cd20-caeb-41de-bf0f-1cdfa52d7f55,3,"Red,Blue","Blue,Red",{1}{U}{R},Enchantment,Aura,,5c77bf76-bb0f-4e44-babe-0e7b7b555e1f
1,Quicksilver Fisher,,b394cdd1-a632-4b57-8356-4e2d9c9620f7,5,Blue,Blue,{3}{U}{U},Creature,"Drake,Phyrexian",,b3e3d037-992b-4718-913d-7ab509d2047e
1,Quick Study,,2d4f0bc7-da7c-4749-a24c-b01f3eb5860c,3,Blue,Blue,{2}{U},Instant,,,7bff8d4a-1c7d-48b8-b3e3-737dd6f01823
1,Quick Study,,b78e2bca-bc93-464a-8911-8361abff2ac6,3,Blue,Blue,{2}{U},Instant,,,7bff8d4a-1c7d-48b8-b3e3-737dd6f01823
1,Quill-Blade Laureate // Twofold Intent,,62a47835-5719-48c4-a740-a0c5f00dce11,2,White,White,{1}{W} // {1}{W},Creature,"Human,Cleric",,bd9d3a70-faed-4bc6-97d8-1601b36cdb21
2,Rabaroo Troop,,62a983b4-ac73-4949-9317-05a75a8ce164,5,White,White,{3}{W}{W},Creature,"Kangaroo,Rabbit",,48252207-d345-455c-b655-c2027664e6a6
1,Rabble Rousing,,5dafe2f2-9b1e-484b-a60e-9cf9ec875a6b,5,White,White,{4}{W},Enchantment,,,2e420001-2b3d-4eb7-b01c-3a49d5e241c2
3,Rabid Bite,,effe3fab-6d13-4603-8a21-8a3c2a0d9e08,2,Green,Green,{1}{G},Sorcery,,,6d5dc34b-3eea-4b77-8db7-94bc30b14c4c
1,Rabid Bite,,f0d8ff93-6f62-4695-85ad-d70a0b928e92,2,Green,Green,{1}{G},Sorcery,,,6d5dc34b-3eea-4b77-8db7-94bc30b14c4c
2,Rabid Bite,,bbe53385-d63f-4d07-94ed-3ea5a48c79c8,2,Green,Green,{1}{G},Sorcery,,,6d5dc34b-3eea-4b77-8db7-94bc30b14c4c
1,Radiant Summit,,1595f80a-b566-49ce-a64f-4289443b1b8d,0,,"White,Red",,Land,"Plains,Mountain",,5dd0cc44-4647-4857-ad3b-22494099d08a
5,Radiating Lightning,,9395fce4-11bf-4934-8323-5be4862c9779,4,Red,Red,{3}{R},Instant,,,9794f397-dd86-4cfe-a431-5f8d8c6b68ea
2,Radical Idea,,7c1290ba-dd9d-4cfe-b906-e3f9f89af9e4,2,Blue,Blue,{1}{U},Instant,,,fd51dce2-8e8a-4686-910e-1bbc2825d190
1,Radioactive Spider,,f2d267f5-7f12-45f8-8fcb-e0ba3fbdeddc,1,Green,Green,{G},Creature,Spider,,f15bd5c0-99ff-42c6-8eed-48de6df81b61
1,Raffine's Informant,,4e64ff87-2099-4360-94f6-164277b7b514,2,White,White,{1}{W},Creature,"Human,Wizard",,838c4831-7d5c-4025-92b3-46eee59d6b34
1,"Raff, Weatherlight Stalwart",,651c3dd6-e1a8-4a65-a200-f86d308570ac,2,"White,Blue","White,Blue",{W}{U},Creature,"Human,Wizard",Legendary,41f3acbf-6092-435f-a5af-4d80dd6e1aef
1,Ragged Short Spear,,7bf81a8b-52ad-49f5-a3d4-22613cad3a3d,2,Red,Red,{1}{R},Artifact,Equipment,,bb67d0a4-864e-4f46-8538-fdd920bf0197
1,Ragged Veins,,c7f3312f-71d0-4dfd-ba39-c2a2ff8d5bd0,2,Black,Black,{1}{B},Enchantment,Aura,,c111703f-e37a-4eaf-b6e1-708a448e61aa
1,Raid Bombardment,,9c2d1a48-efde-4134-95f0-b23f6cf85259,3,Red,Red,{2}{R},Enchantment,,,1734e777-d34a-4526-ae24-ef034f147cc5
1,Rainveil Rejuvenator,,9bc5c316-6a41-48ba-864b-da3030dd3e0e,4,Green,Green,{3}{G},Creature,"Druid,Elephant",,6ccf72ee-a86a-4b13-9e76-e308d0d28523
1,Raise the Alarm,,81d3e5c5-6531-48e7-9dd6-2db519dd61b1,2,White,White,{1}{W},Instant,,,5b2364d7-a811-4595-a1b4-224c70555ffa
1,Raise the Alarm,,6c7c8527-55f6-494d-b4f7-c427a5735053,2,White,White,{1}{W},Instant,,,5b2364d7-a811-4595-a1b4-224c70555ffa
1,Rakdos Carnarium,,20c799a9-ab94-46e6-9111-00505e071c41,0,,"Black,Red",,Land,,,0a023964-2905-4928-9c3e-dc63e6ebd218
1,Rakdos Carnarium,,e8f41cb8-1d86-4fef-9689-030625674b9d,0,,"Black,Red",,Land,,,0a023964-2905-4928-9c3e-dc63e6ebd218
1,Rakdos Charm,,0fcd4394-d22d-4eec-ad73-ffaf10ad60de,2,"Red,Black","Black,Red",{B}{R},Instant,,,5e62b51d-faec-4aa0-9504-cf2c282d08ea
1,Rakdos Guildgate,,c51f2857-e04d-44db-8d89-14f96388f2f1,0,,"Black,Red",,Land,Gate,,361f534b-39d1-4421-b5a8-d3813c62f86d
1,Rakdos Signet,,2501bd89-13fa-470a-9419-6b1a53ab63a0,2,,"Black,Red",{2},Artifact,,,3adb7681-977f-4a32-9ec8-51481b958268
1,Raking Claws,,6eb0d9a2-f9bb-4d8e-a1ca-896c42f8ad56,2,Red,Red,{1}{R},Instant,,,c2248d3d-3157-4610-868d-2b3fae2b1ec8
1,Rakish Revelers,,2258b7b6-e679-4fcf-9cfe-2ff01a8996dc,5,"White,Green,Red","White,Red,Green",{2}{R}{G}{W},Creature,"Elf,Druid,Rogue",,7db1402e-a434-45d2-9d21-9e0faeeaff10
1,Rakish Scoundrel,,6aaa8c6b-7ef7-45db-99c9-4a6e7f177b94,4,"Green,Black","Black,Green",{2}{B}{G},Creature,"Elf,Rogue",,d69cb63f-98cc-4699-a03d-4f1beeeb7065
1,Ral and the Implicit Maze,,ebadb7dc-69a4-43c9-a2f8-d846b231c71c,5,Red,Red,{3}{R}{R},Enchantment,Saga,,3affd37a-d4f6-488a-b30f-8e824b640687
1,Rally at the Hornburg,,ed59f238-378d-4545-8371-ceef27d6a9e3,2,Red,Red,{1}{R},Sorcery,,,7d3f542a-de64-4de8-9de0-0e25004467f1
